"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1883061272935313911","Sat Jan 25 07:56:07 +0000 2025","0","Buzzer be like doktif matiin rezki orang biar jualan dia naik gini ye kalo matiin rezki orang jualanya jujur ga nipu amanah terus di usik lah ini jualan produk pake nipu jualan produk berbahaya masa mau di biarkan beranak pinak.","1883061272935313911","","","in","Ca/Fa","0","0","0","https://x.com/sheabvtter_/status/1883061272935313911","1554172090672361472","sheabvtter_"
"1880866624497975613","Tue Jan 21 01:21:50 +0000 2025","0","@Maaya31344984 @tanyarlfes Ye buzzer doktif selalu transparan soal hasil lab nya mangkanya nonton video nya full literally tiap review dia selalu nunjukin bukti ilmiah bukan asal ngomong doang. Kalau gapernah liat coba cek deh sebelum menjalankan tugas menjadi buzzer","1881512494679949777","","Maaya31344984","in","","0","0","0","https://x.com/sukmadnd/status/1881512494679949777","1205084215475261441","sukmadnd"
"1881278094784254441","Mon Jan 20 15:37:05 +0000 2025","0","@tanyarlfes Buset rame bukan aku bukan buzzer maap ketinggalan berita kupikir ini yg doktif maaf maaf iya aku memang tolol hahaha maaf","1881365340783058953","","akunbiyasaaa","in","","0","0","0","https://x.com/akunbiyasaaa/status/1881365340783058953","1237029352673435649","akunbiyasaaa"
"1881301919010017283","Mon Jan 20 11:25:05 +0000 2025","0","Hati hatiii ka kayanya di x udah gudangnya pejunjungnya doktif.. ngetik biasa komen yang ga sesuai otak dan kemauan nya aja Di katain buzzer","1881301919010017283","","","in","Bogor Selatan, Indonesia","0","2","0","https://x.com/one00I/status/1881301919010017283","1458104490209398787","one00I"
"1880406034566586401","Mon Jan 20 02:17:58 +0000 2025","0","@smartgirl1506 @convomf smartboy smarboy tiba tiba lagi jadi buzzer wkwkkw yg ku bahas kan jadi kepala bpomnya kenapa malah bahas buzzer saya slama ini juga di pihak doktif kok jadi stop yaa ngetik panjangnyaa uda paham kok uda diem sana smart boy yg salah paham wkkw","1881164233330815435","","smartgirl1506","in","PAYMENT : DANA OVO GOPAY SPAY","0","0","0","https://x.com/JokiYourmath/status/1881164233330815435","1406420780104126472","JokiYourmath"
"1881088528253333876","Sun Jan 19 21:19:41 +0000 2025","0","Lagian mnrt gw di TT gk semuanya buruk (ini real gw bkn buzzer). Contohnya ada doktif/dokter swan/dokter yg cadel itu masih ada sisi edukasinya kok. Sosmed itu bagus/nggaknya juga tergantung yg make","1881089169738592453","","djsoeh","in","🚺","0","0","0","https://x.com/djsoeh/status/1881089169738592453","1308691432220192768","djsoeh"
"1880406034566586401","Sun Jan 19 18:36:44 +0000 2025","0","@JokiYourmath @convomf buzzer merkuri emg beda nangkep adanya doktif ini kalo ga karena dia ambil positifnya lu bakal tetep gabisa bedain mana bahaya mana engga. Kalo soal dia jual scincare dia emang udh jualan dari lama.","1881048161818698222","","JokiYourmath","in","Jambeiro, Brasil","0","1","0","https://x.com/smartgirl1506/status/1881048161818698222","1818124823295610880","smartgirl1506"
"1880947863406158212","Sun Jan 19 11:58:11 +0000 2025","0","sehat-sehat yaa doktif berkat kamu aku jadi ngga salah pilih skincare mana banyak bgt lgi buzzer si ss itu ","1880947863406158212","","","in","","0","0","0","https://x.com/_vvanny0/status/1880947863406158212","1714181824765997056","_vvanny0"
"1880302870760771980","Sun Jan 19 04:20:58 +0000 2025","20","@edelweisyaaaazh @tanyarlfes penista agama kok dibela ss uler yg berangkatin waria umroh dia ga ada minta maaf sama sekali ga pernah bicara sama sekali. eh malah mbahas kemana mana sampai seksualitas dr okky di kuliti habis sama babu babu nya padahal babu nya juga hompimpa semua. AK BKN BUZZER SS DOKTIF","1880832801542680867","","edelweisyaaaazh","in","she/he","0","0","0","https://x.com/akhlaklesstt/status/1880832801542680867","1453895358761734151","akhlaklesstt"
"1880812075645362183","Sun Jan 19 02:58:37 +0000 2025","0","Ini buzzer udah mulai nyerang doktif anjirr. Wah emang ngerii","1880812075645362183","","","in","outofnowhere","0","0","0","https://x.com/reticorr/status/1880812075645362183","1674440030826405890","reticorr"
"1880302870760771980","Sun Jan 19 02:47:02 +0000 2025","10","@edelweisyaaaazh @tanyarlfes Wkwkwkk buzzer tai ada juga disini heh lo tau ga kalo ga ada si doktif kita gaakan tau adanya audit eksternal yang menyatakan produk itu overclaim. Ya produknya bener2 aja kandungannya tapi konsistensi nya 0. Jangan jadi orang PE A","1880809159547076783","","edelweisyaaaazh","in","","0","0","0","https://x.com/Hadleyyqueen/status/1880809159547076783","1135910133496594434","Hadleyyqueen"
"1880302870760771980","Sun Jan 19 01:36:28 +0000 2025","0","@tanyarlfes Hati-hati si SS sudah membayar buzzer buat menggiring opini dari sebelumnya dukung doktif sekarang milih SS. yang kemakan sama opini buzzer sih bodo banget wkwk","1880791403938332700","","tanyarlfes","in","","0","0","0","https://x.com/76coins/status/1880791403938332700","1592107504791478272","76coins"
"1880497179087040775","Sun Jan 19 00:55:40 +0000 2025","0","@MrlyDyni @titlekiratip slah satu owner skin care lo cek aja di sosmed lu kali yg buzzer doktif tiba2 marah2 ketika Tuhan lo kena kasus lol","1880781136324104686","","MrlyDyni","in","Greenyrose ","0","1","0","https://x.com/OxellMp/status/1880781136324104686","1614287985553604609","OxellMp"
"1880302870760771980","Sat Jan 18 21:38:40 +0000 2025","170","@edelweisyaaaazh @tanyarlfes Walah buzzer ss harga 2 ribu/5 ribu sekarang sudah merambah ke X kah? Kemarin dirujak di tiktok aja kewalahan. Apa gara2 baca postingan bahwa 99% warga X belain doktif jadinya buzzernya merambah ke X juga? HAHAHAHA.","1880731559025905855","","edelweisyaaaazh","in","korea","0","0","0","https://x.com/Hellowmieh/status/1880731559025905855","1516353745713451012","Hellowmieh"
"1880437537719935011","Sat Jan 18 20:39:56 +0000 2025","1","@whoopziiy Doktif yg ini mmg keren tapi doktif buzzer yg tak tamat s3 ini @DokterTifa lebih keren ( KERENTOL KEREN TOLOL)","1880716779670176041","","whoopziiy","in","Mount Weather Emergency ","0","0","0","https://x.com/Anti_relawanrp/status/1880716779670176041","1755559560071565312","Anti_relawanrp"
"1880302870760771980","Sat Jan 18 13:12:04 +0000 2025","4","@BananaLeaker95 @tanyarlfes banyakan buzzer sih nder aku cek akun mereka yang nyerang doktif rata rata ya emng buzzer","1880604067749372388","","BananaLeaker95","in","","0","1","0","https://x.com/nonaaneee/status/1880604067749372388","1651110340934139909","nonaaneee"
"1880302870760771980","Sat Jan 18 10:46:44 +0000 2025","0","@mikemayvitaa @tanyarlfes Kan si ss ngelabrak doktif pas lg didlm dan itu cm ada 7 orng cewe aj(orng yg sm doktif)&amp;sopirnya lg diluar si ss difitnh nyembunyiin si sopir. Ntz pd bela NM dn kawan nya jd pd ikut an pdhl si NM itu kata kak FS&amp;kawan dia pakek buzzer jd ya gt lah","1880567495838560321","","hyy_sfr","in","","0","1","0","https://x.com/hyy_sfr/status/1880567495838560321","1368525894696853505","hyy_sfr"
"1880437537719935011","Sat Jan 18 08:18:57 +0000 2025","24","@phrinses @whoopziiy Kesel pembela ss bilang doktif panikan sampe harus live padahal si ss duluan nge-live bzir kek ih kalo jadi buzzer tuh nyari info dari awal jangan terima duit doang ege","1880530301589606621","","phrinses","in","","0","0","0","https://x.com/gwariky/status/1880530301589606621","1858333678327459840","gwariky"
"1880437537719935011","Sat Jan 18 07:54:05 +0000 2025","38","@StevanusMichel @smartgirl1506 @whoopziiy buzzer ss sama semua template komentar nya aku awalnya bela doktif tp dia kok mau menjatuhkan bla bla bla.... Basiii tau ga?","1880524046280061368","","StevanusMichel","in","Surabaya","0","0","0","https://x.com/Moveurassbby/status/1880524046280061368","1126448172924936192","Moveurassbby"
"1880260876718243958","Sat Jan 18 06:49:33 +0000 2025","0","@gitabie @_Nathnia @tanyakanrl Kalo buzzer gabakal dia ngatain duaduanya problematik. Kritik doktif bukan berarti buzzer SS kritik SS bukan berarti buzzer doktif. Orang punya pemikiran sendiri ngapain ikut-ikutan kubu sana sini","1880507804294992382","","gitabie","in","Indonesia","0","0","0","https://x.com/winyijang/status/1880507804294992382","1248528446398947329","winyijang"
"1880406034566586401","Sat Jan 18 06:45:28 +0000 2025","17","@smartgirl1506 @convomf Bukan buzzer bkn pemakai merkuri ku liat livenya semalem ss dateng mau tanya dapet produk yg udah gadijual itu drmana tp ybs gamau kasih tau. Pun doktif udah di laporin karena pemerasan. Jd menurutku ini bukan lg soal edukasi masyarakat lebih ada kepentingan pribadi.","1880506776350756890","","smartgirl1506","in","","0","17","0","https://x.com/zizifau/status/1880506776350756890","263576912","zizifau"
"1880491198550544598","Sat Jan 18 05:43:34 +0000 2025","12","Join sini untuk informasi seputar buzzer #zonauang #zonajajanᅠ #zonatest #PetrokimiaGresik #GPPI #TrendingNow #viral Selebgram Hits 2025 Jackie chan $TRUMP Azka nahan botak Dwi Satriyo Deddy no longer Unicef doktif Squidward https://t.co/GqiAd6YzxB","1880491198550544598","","","in","Kota Yogyakarta, Yogyakarta","0","0","5","https://x.com/JasaBuzzerExha/status/1880491198550544598","1841057417368686592","JasaBuzzerExha"
"1880491000382255324","Sat Jan 18 05:42:46 +0000 2025","0","Pdhl niat hati cuman mau ngelurusin aja pekara si ss sama doktif malah dituduh buzzer anjer","1880491000382255324","","","in","DAMN","0","0","0","https://x.com/jeongmuyaho/status/1880491000382255324","1466601635082227713","jeongmuyaho"
"1880413559273992428","Sat Jan 18 05:08:06 +0000 2025","0","@kegblgnunfaedh Ini doktif yang buzzer itu kan?","1880482272387977453","","kegblgnunfaedh","in","","0","0","0","https://x.com/dulewak/status/1880482272387977453","1094826329474621440","dulewak"
"1880481417836261709","Sat Jan 18 05:04:42 +0000 2025","4","doktif keliatan bgt pake buzzer anjing wkwk mana di tiktok ada pengacara pansos ngeluarin pasal pasal kek seakan akan dia pengacara junior paling wow.. tolol bgt jir","1880481417836261709","","","in","","0","1","0","https://x.com/onebottlewine/status/1880481417836261709","1305461794509479937","onebottlewine"
"1880406034566586401","Sat Jan 18 04:34:40 +0000 2025","0","@convomf ohh DISCLAIMER !!!!!!! gue bukan buzzer ya ntar takutnya gue beropini gini dibilang buzzer doktif","1880473860094718354","","Isiancombro","in","indonesia","0","0","0","https://x.com/Isiancombro/status/1880473860094718354","371510162","Isiancombro"
"1880463912753373257","Sat Jan 18 04:14:33 +0000 2025","0","@Jaeminjaenaaa gue sarkas kan di salah satu vt ke komen yg ngk setuju ama doktif trus lo tau ngk utk pertama kalinya gue dipanggi buzzer dikatain oon dikatain ngk tau terima kasih lagian kalo mereka sepinter itu dulu² ngapain beli produk skincare dr org² yg baru muncul️ kan idiet yak️","1880468799478206893","","Jaeminjaenaaa","in","","0","1","0","https://x.com/yeolthatsloey/status/1880468799478206893","1243600631773847552","yeolthatsloey"
"1880462181046898914","Sat Jan 18 03:48:15 +0000 2025","0","Mana ni buzzer serang lah doktif WKWKWK","1880462181046898914","","","in","21 he/him","0","0","0","https://x.com/havefun_wendy/status/1880462181046898914","1590977813565255681","havefun_wendy"
"1880302870760771980","Sat Jan 18 03:43:40 +0000 2025","112","@tanyarlfes Nih yang belain SS di kasus ini terus bilang doktif panik dan takut. W mau tanya kalau kalian yang di keroyok begitu kalian bakal ngapain? Karena w ngeliat doktif disini gak panik ataupun takut. Kocak kali buzzer nya SS ini. Panda dan geng banci nya apa pula","1880461025717416038","","tanyarlfes","in","Tangerang","0","1","0","https://x.com/BananaLeaker95/status/1880461025717416038","3109063002","BananaLeaker95"
"1880406034566586401","Sat Jan 18 03:43:10 +0000 2025","20","@one00I @convomf kak sehat? lo kali yang buzzer. gue ya kalau jadi doktif juga gak bakalan bisa ngomong kalau kayak semalem mana keroyokan. itu udah diluar batas sih kayak bocah tantrumnya. dan dari awal kalau memang mau bebenah dan merasa gak salah harusnya gak takut dong","1880460899686952992","","one00I","in","Kota Surabaya, Jawa Timur","0","0","0","https://x.com/paucrml/status/1880460899686952992","1285873730267144193","paucrml"
"1880302565314949373","Sat Jan 18 03:42:41 +0000 2025","9","@jeongmuyaho @MrlyDyni Buzzer buzzer cair cair cair wkwkwkwk. lagian BPOM juga kinerja nya bobrok coba belajar lagi berita2 sebelumnya BPOM meloloskan obat berbahaya utk anak yg mengakibatkan gagal ginjal . Trus kamu bilang harus BLA BLA dari BPOM??? Justru dgn ada DOKTIF ini BPOM keliatan kerja!!!","1880460778245091837","","jeongmuyaho","in","Kwangya","0","0","1","https://x.com/destraw29/status/1880460778245091837","1205010190430457856","destraw29"
"1880451835678581135","Sat Jan 18 03:07:09 +0000 2025","0","aneh kalau ga sesuai pemikiran otak nya dikatain fans nya dikatain buzzer nya dan akupun bukan hatersnya doktif ataupun fans ss atau bencong bencong","1880451835678581135","","","in","Bogor Selatan, Indonesia","0","0","0","https://x.com/one00I/status/1880451835678581135","1458104490209398787","one00I"
"1880406034566586401","Sat Jan 18 03:04:27 +0000 2025","0","@convomf kan emang doktif gabisa buktikan dikit dikit kalau ga sesuai pemikiran diteriakin Buzzer balik","1880451155207303622","","one00I","in","Bogor Selatan, Indonesia","0","4","0","https://x.com/one00I/status/1880451155207303622","1458104490209398787","one00I"
"1880406034566586401","Sat Jan 18 02:59:09 +0000 2025","256","@one00I @convomf misalkan doktif jawab dari reseller apa jaminan kalo reseller itu aman? doktif yg punya power aja mereka gitu.. bayangin klo ini ga di bongkar doktif si bpom bpom ini masih anteng lupa kasus paracetamol? stop mengatasnamakan buzzer!kalo produk mereka ga bahaya &amp; nipu ga masalah","1880449821288616433","","one00I","in","","0","1","12","https://x.com/jinjagwenchana_/status/1880449821288616433","1771006349947850752","jinjagwenchana_"
"1880406034566586401","Sat Jan 18 02:20:10 +0000 2025","117","@convomf wkwkwk padahal emang doktif nya yg hrus jawab tapi ga bisa buktikan.. emang buzzer doktif ama fans nya aja udah terlalu over. MAKANYA LIAT SELENGKAPNYA JANGAN CUMAN POST BEBERAPA KATA LANGSUNG KESIMPULKAN","1880440011243544845","","convomf","in","Bogor Selatan, Indonesia","11","104","5","https://x.com/one00I/status/1880440011243544845","1458104490209398787","one00I"
