"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1896856433435791443","Wed Mar 05 22:39:48 +0000 2025","0","@sipalingkontra @PartaiSocmed Hah nikita kerja sama ama doktif? baru ngerti gw dari awal udah ngikutin kasus ini di toktok gak ada narasi begitu deh setauku","1897416784116105220","","sipalingkontra","in","","0","0","0","https://x.com/indrsrjk/status/1897416784116105220","1509910070","indrsrjk"
"1896501481349726470","Wed Mar 05 17:24:49 +0000 2025","0","@hildaprillllll @dhemit_is_back Nggak gitu jadi si DrG tuh mau nyogok doktif nah doktif minta 2juta SGD tuh buat nolak gitu loh karena tau biar si DrG ini berenti maksa doktif tutup mulut ttg produknya. Seterusnya doktif gak ladenin lagi kok buktinya gak pernah di trf karena doktif gak ngasih no. Rekening.","1897337518653366748","","hildaprillllll","in","","0","0","0","https://x.com/Tsugumi210/status/1897337518653366748","1376576545234423810","Tsugumi210"
"1896892159930105960","Wed Mar 05 17:05:29 +0000 2025","0","@brownxugarrr @PartaiSocmed Jgn kalo doktif tapi kalo si ss sama RG ini emng harusss diseretttt kalo bisa itu Niki kluar dlu dari sel trus jambakin rambut mereka seret ke sel juga","1897332652585394393","","brownxugarrr","in","","0","0","0","https://x.com/Thecarter7771/status/1897332652585394393","1337369423938609152","Thecarter7771"
"1897284714332864788","Wed Mar 05 13:55:00 +0000 2025","0","Rekaman CCTV Diduga Doktif Peras Reza Gladys Rp24 Miliar Beredar Viral. https://t.co/3nIyqLyqmK","1897284714332864788","","","in"," ","0","0","0","https://x.com/1nserttranstv/status/1897284714332864788","48890883","1nserttranstv"
"1897118684511973790","Wed Mar 05 13:47:26 +0000 2025","0","@tanyarlfes Uda solat? Solat dulu gih biar mukanya glowing bjir mamah dedeh ft doktif kah gw? ","1897282809573859432","","tanyarlfes","in","Somewhere only we know","0","0","0","https://x.com/Saimsib/status/1897282809573859432","272969932","Saimsib"
"1896856433435791443","Wed Mar 05 10:33:20 +0000 2025","1","@AnjuRNaisya @xxxaryadi @PartaiSocmed @dhemit_is_back Dibagian menit berapa si doktif minta bayar? Yg gue dengar dia cerita ditawarin doang *cmiiw","1897233964450111889","","AnjuRNaisya","in","sacred timeline","0","0","0","https://x.com/samsulgalaxys21/status/1897233964450111889","973563667","samsulgalaxys21"
"1897223204655272241","Wed Mar 05 09:50:35 +0000 2025","0","#doktif ... dokter ber-motif","1897223204655272241","","","in","","0","0","0","https://x.com/covidxixixi/status/1897223204655272241","1826484645464342528","covidxixixi"
"1896939160285639141","Wed Mar 05 09:01:34 +0000 2025","1","@momykeen @tiaraputriary @whoopziiy gue udh ngikutin ini kasus dr sblm rame nm sama mail dipenjara. wkt doktif digrebek sm ss itu kejadiannya januari sementara laporan drg ke nikita itu bulan februari. emg wkt kejadian yg katanya diperes lgsg dilaporin? org ngelapornya blm lama baru2 ini juga.","1897210867789582789","","momykeen","in","","0","1","0","https://x.com/buzzlghtyearr_/status/1897210867789582789","1595438780751613958","buzzlghtyearr_"
"1897138196884209784","Wed Mar 05 08:05:56 +0000 2025","0","@dhemit_is_back Masih seputar kasus NM &amp; doktif ya","1897196870931505606","","dhemit_is_back","in","","0","0","0","https://x.com/June_dya77/status/1897196870931505606","1264562453565698051","June_dya77"
"1896892159930105960","Wed Mar 05 08:03:30 +0000 2025","0","@PartaiSocmed Doktif n Oky kasus apa nder ?","1897196257476853878","","PartaiSocmed","in","","0","0","0","https://x.com/tkobgt/status/1897196257476853878","1652631445305974786","tkobgt"
