"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1880260876718243958","Sat Jan 18 05:52:24 +0000 2025","0","@createezs @mkjjtims @tanyakanrl Bukan berkasus lagi tapi manipulatif parah koar2 katanya gak keroyokan plus gk nyentuh doktif padahal banyak rekamannya dri suami si ss uler yg pengen mukul smpe babu panda jga yg sok jagoan minta di laporin","1880493421439381828","","createezs","in","Democratic People's Republic o","0","0","0","https://x.com/daeguboyyyy0393/status/1880493421439381828","1340926418440503297","daeguboyyyy0393"
"1880482528169210062","Sat Jan 18 05:09:07 +0000 2025","2","Udah gilak si Sheila uler kesian jir Doktif dikeroyok antek2 botinya.. udh jelas produk lo berbahaya bukannya dibenerin malah cari pembelaan ngeroyok Doktif.. emg jiwa Kampung OKB","1880482528169210062","","","in","Jakarta,INDONESIA","0","0","0","https://x.com/riri_hartini/status/1880482528169210062","225686964","riri_hartini"
"1880406034566586401","Sat Jan 18 04:50:09 +0000 2025","0","@convomf Doktif vs uler and the boti genks Tp salut sih doktif elegant bgt cara hadepin nya","1880477756615700802","","convomf","in","Indonesia","0","0","0","https://x.com/nonevera/status/1880477756615700802","254431289","nonevera"
"1880476710736699442","Sat Jan 18 04:46:00 +0000 2025","0","dari semalem nontonin live doktif sm uler seru bgt anjir","1880476710736699442","","","in","ESFP","0","2","0","https://x.com/duchessleman/status/1880476710736699442","1550449770023747584","duchessleman"
"1880260876718243958","Sat Jan 18 03:40:09 +0000 2025","14","@tanyakanrl nangisin doktif? WKWKWKWKW lawak. dokter bayaran ditangisin. dia sm nikmir sama aja. lu mau skincare lu aman bayar ke mereka wkakakka. smuanya sama. uler smua","1880460142308913315","","tanyakanrl","in","venus","0","12","0","https://x.com/fiercekarina/status/1880460142308913315","2678777784","fiercekarina"
"1880455728219214113","Sat Jan 18 03:22:37 +0000 2025","7","Tp berkat doktif aku tertolong wkwk si rahma uler ini perasaan bnyk bgt masalahnya 1 bawak transgender umroh yallah iza sega alias sahrul dia ga ngerasa sama sekali padahal penistaan agama lawan orng playing victim susah","1880455728219214113","","","in","mars ","0","0","1","https://x.com/lviaaaqwin/status/1880455728219214113","1420726589910781958","lviaaaqwin"
"1880406034566586401","Sat Jan 18 03:19:23 +0000 2025","3","@one00I @convomf si uler sendiri yg jual dia sendiri yg bingung doktif dpt produknya darimana?! ya dari elu lah uler! pdhl situ sendiri yg jual!! itu amnesia apa bego","1880454916067717477","","one00I","in","Semarang Barat, Indonesia","0","0","1","https://x.com/tsnbayu16/status/1880454916067717477","736890230909739013","tsnbayu16"
"1880302870760771980","Sat Jan 18 02:45:00 +0000 2025","9","@piankhaa @Judii_98 @tanyarlfes Hallo nder cb tonton livenya full jgn liat story si uler. Itu maksud doktif restonya dikunci jdi dia gbs keluar supirnya juga gbs masuk sedangkan doktif cmn berdua sama staf yg ibu2 itu. Jdi supirnya gbs ngebantuin.","1880446260085510236","","piankhaa","in","","0","2","0","https://x.com/jokitugasminlil/status/1880446260085510236","1682025761451155459","jokitugasminlil"
"1880445757154816072","Sat Jan 18 02:43:00 +0000 2025","0","si uler ss salah banget as brand owner dari sisi PR adanya crisis management bukannya diem dan minta maaf untuk memperbaiki citra diri dan perusahaannya malah nyerang doktif mana ss bawa satwa liar kena hiv pula.","1880445757154816072","","","in","magic shop","0","1","0","https://x.com/yourloyalsinner/status/1880445757154816072","87742092","yourloyalsinner"
"1880260876718243958","Sat Jan 18 02:22:14 +0000 2025","0","@piankhaa @kuclink @tanyakanrl Kak doktif supir sama karyawannya pengen keluar restaurant tapi di tahan coba deh liat live versi nya Rahma uler jelas banget loh kalo si bencong panda teriak nyuruh pintu di tutup. Lagian mana adil sih 3 orang lawan 1 keluarga sama babu2 nya ikut turun wkwk","1880440531265917152","","piankhaa","in","Democratic People's Republic o","0","0","0","https://x.com/daeguboyyyy0393/status/1880440531265917152","1340926418440503297","daeguboyyyy0393"
